p,n1,n2,innovation,covariance family,rho,method,R,empirical size,MCSE
200,80,100,gaussian,equicorrelation,0.9,Ours-C(0.5),1000,0.061,0.0075682891065286355
200,80,100,gaussian,equicorrelation,0.9,Ours-C(0.7),1000,0.056,0.007270763371201128
200,80,100,gaussian,equicorrelation,0.9,Ours-I,1000,0.058,0.007391616873188166
200,80,100,gaussian,equicorrelation,0.9,Wang-NR,1000,0.051,0.00695693898205238
100,120,150,gaussian,toeplitz,0.1,Li-Chen,1000,0.05,0.006892024376045111
100,120,150,gaussian,toeplitz,0.1,Max-bootstrap,1000,0.061,0.0075682891065286355
100,120,150,gaussian,toeplitz,0.1,Ours-C(0.3),1000,0.06,0.007509993342207435
100,120,150,gaussian,toeplitz,0.1,Ours-C(0.5),1000,0.064,0.007739767438366608
100,120,150,gaussian,toeplitz,0.1,Ours-C(0.7),1000,0.061,0.0075682891065286355
100,120,150,gaussian,toeplitz,0.1,Ours-I,1000,0.0,0.0
100,120,150,gaussian,toeplitz,0.1,Wang-NR,1000,0.012,0.003443254274665175
100,120,150,gaussian,toeplitz,0.5,Li-Chen,1000,0.057,0.007331507348424334
100,120,150,gaussian,toeplitz,0.5,Max-bootstrap,1000,0.05,0.006892024376045111
100,120,150,gaussian,toeplitz,0.5,Ours-C(0.3),1000,0.056,0.007270763371201128
100,120,150,gaussian,toeplitz,0.5,Ours-C(0.5),1000,0.057,0.007331507348424334
100,120,150,gaussian,toeplitz,0.5,Ours-C(0.7),1000,0.052,0.007021111023192838
100,120,150,gaussian,toeplitz,0.5,Ours-I,1000,0.0,0.0
100,120,150,gaussian,toeplitz,0.5,Wang-NR,1000,0.02,0.004427188724235731
100,120,150,gaussian,toeplitz,0.9,Li-Chen,1000,0.093,0.009184280047995052
100,120,150,gaussian,toeplitz,0.9,Max-bootstrap,1000,0.066,0.007851369307324678
100,120,150,gaussian,toeplitz,0.9,Ours-C(0.3),1000,0.057,0.007331507348424334
100,120,150,gaussian,toeplitz,0.9,Ours-C(0.5),1000,0.053,0.00708456067798138
100,120,150,gaussian,toeplitz,0.9,Ours-C(0.7),1000,0.048,0.006759881655768835
100,120,150,gaussian,toeplitz,0.9,Ours-I,1000,0.053,0.00708456067798138
100,120,150,gaussian,toeplitz,0.9,Wang-NR,1000,0.047,0.006692607862410586
100,80,100,gaussian,toeplitz,0.1,Li-Chen,1000,0.045,0.0065555320150236475
100,80,100,gaussian,toeplitz,0.1,Max-bootstrap,1000,0.056,0.007270763371201128
100,80,100,gaussian,toeplitz,0.1,Ours-C(0.3),1000,0.059,0.007451107300260815
100,80,100,gaussian,toeplitz,0.1,Ours-C(0.5),1000,0.063,0.007683163410991596
100,80,100,gaussian,toeplitz,0.1,Ours-C(0.7),1000,0.065,0.007795832219846705
100,80,100,gaussian,toeplitz,0.1,Ours-I,1000,0.0,0.0
100,80,100,gaussian,toeplitz,0.1,Wang-NR,1000,0.009,0.002986469487538756
100,80,100,gaussian,toeplitz,0.5,Li-Chen,1000,0.055,0.00720936890441875
100,80,100,gaussian,toeplitz,0.5,Max-bootstrap,1000,0.053,0.00708456067798138
100,80,100,gaussian,toeplitz,0.5,Ours-C(0.3),1000,0.054,0.007147307185227175
100,80,100,gaussian,toeplitz,0.5,Ours-C(0.5),1000,0.062,0.007626008130076967
100,80,100,gaussian,toeplitz,0.5,Ours-C(0.7),1000,0.059,0.007451107300260815
100,80,100,gaussian,toeplitz,0.5,Ours-I,1000,0.0,0.0
100,80,100,gaussian,toeplitz,0.5,Wang-NR,1000,0.015,0.003843826218756514
100,80,100,gaussian,toeplitz,0.9,Li-Chen,1000,0.075,0.008329165624478841
100,80,100,gaussian,toeplitz,0.9,Max-bootstrap,1000,0.079,0.008529888627643388
100,80,100,gaussian,toeplitz,0.9,Ours-C(0.3),1000,0.056,0.007270763371201128
100,80,100,gaussian,toeplitz,0.9,Ours-C(0.5),1000,0.063,0.007683163410991596
100,80,100,gaussian,toeplitz,0.9,Ours-C(0.7),1000,0.056,0.007270763371201128
100,80,100,gaussian,toeplitz,0.9,Ours-I,1000,0.039,0.006122009474020765
100,80,100,gaussian,toeplitz,0.9,Wang-NR,1000,0.043,0.006414904519944158
200,120,150,gaussian,toeplitz,0.1,Li-Chen,1000,0.049,0.006826346021115542
200,120,150,gaussian,toeplitz,0.1,Max-bootstrap,1000,0.057,0.007331507348424334
200,120,150,gaussian,toeplitz,0.1,Ours-C(0.3),1000,0.066,0.007851369307324678
200,120,150,gaussian,toeplitz,0.1,Ours-C(0.5),1000,0.07,0.008068457101577725
200,120,150,gaussian,toeplitz,0.1,Ours-C(0.7),1000,0.066,0.007851369307324678
200,120,150,gaussian,toeplitz,0.1,Ours-I,1000,0.0,0.0
200,120,150,gaussian,toeplitz,0.1,Wang-NR,1000,0.006,0.002442130217658346
200,120,150,gaussian,toeplitz,0.5,Li-Chen,1000,0.054,0.007147307185227175
200,120,150,gaussian,toeplitz,0.5,Max-bootstrap,1000,0.06,0.007509993342207435
200,120,150,gaussian,toeplitz,0.5,Ours-C(0.3),1000,0.051,0.00695693898205238
200,120,150,gaussian,toeplitz,0.5,Ours-C(0.5),1000,0.057,0.007331507348424334
200,120,150,gaussian,toeplitz,0.5,Ours-C(0.7),1000,0.057,0.007331507348424334
200,120,150,gaussian,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,120,150,gaussian,toeplitz,0.5,Wang-NR,1000,0.008,0.0028170906978654416
200,120,150,gaussian,toeplitz,0.9,Li-Chen,1000,0.057,0.007331507348424334
200,120,150,gaussian,toeplitz,0.9,Max-bootstrap,1000,0.048,0.006759881655768835
200,120,150,gaussian,toeplitz,0.9,Ours-C(0.3),1000,0.046,0.006624499981130651
200,120,150,gaussian,toeplitz,0.9,Ours-C(0.5),1000,0.056,0.007270763371201128
200,120,150,gaussian,toeplitz,0.9,Ours-C(0.7),1000,0.054,0.007147307185227175
200,120,150,gaussian,toeplitz,0.9,Ours-I,1000,0.024,0.004839834707921336
200,120,150,gaussian,toeplitz,0.9,Wang-NR,1000,0.034,0.005730968504537431
200,80,100,gaussian,toeplitz,0.1,Li-Chen,1000,0.056,0.007270763371201128
200,80,100,gaussian,toeplitz,0.1,Max-bootstrap,1000,0.072,0.008174105455644672
200,80,100,gaussian,toeplitz,0.1,Ours-C(0.3),1000,0.053,0.00708456067798138
200,80,100,gaussian,toeplitz,0.1,Ours-C(0.5),1000,0.053,0.00708456067798138
200,80,100,gaussian,toeplitz,0.1,Ours-C(0.7),1000,0.056,0.007270763371201128
200,80,100,gaussian,toeplitz,0.1,Ours-I,1000,0.0,0.0
200,80,100,gaussian,toeplitz,0.1,Wang-NR,1000,0.004,0.001995995991979944
200,80,100,gaussian,toeplitz,0.5,Li-Chen,1000,0.055,0.00720936890441875
200,80,100,gaussian,toeplitz,0.5,Max-bootstrap,1000,0.057,0.007331507348424334
200,80,100,gaussian,toeplitz,0.5,Ours-C(0.3),1000,0.05,0.006892024376045111
200,80,100,gaussian,toeplitz,0.5,Ours-C(0.5),1000,0.049,0.006826346021115542
200,80,100,gaussian,toeplitz,0.5,Ours-C(0.7),1000,0.051,0.00695693898205238
200,80,100,gaussian,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,80,100,gaussian,toeplitz,0.5,Wang-NR,1000,0.007,0.0026364749192814255
200,80,100,gaussian,toeplitz,0.9,Li-Chen,1000,0.069,0.008014923580421713
200,80,100,gaussian,toeplitz,0.9,Max-bootstrap,1000,0.064,0.007739767438366608
200,80,100,gaussian,toeplitz,0.9,Ours-C(0.3),1000,0.052,0.007021111023192838
200,80,100,gaussian,toeplitz,0.9,Ours-C(0.5),1000,0.054,0.007147307185227175
200,80,100,gaussian,toeplitz,0.9,Ours-C(0.7),1000,0.056,0.007270763371201128
200,80,100,gaussian,toeplitz,0.9,Ours-I,1000,0.015,0.003843826218756514
200,80,100,gaussian,toeplitz,0.9,Wang-NR,1000,0.033,0.005648982209212559
100,120,150,laplace,equicorrelation,0.1,Li-Chen,1000,0.08,0.008579044235810887
100,120,150,laplace,equicorrelation,0.1,Max-bootstrap,1000,0.021,0.004534203347888138
100,120,150,laplace,equicorrelation,0.1,Ours-C(0.3),1000,0.052,0.007021111023192838
100,120,150,laplace,equicorrelation,0.1,Ours-C(0.5),1000,0.056,0.007270763371201128
100,120,150,laplace,equicorrelation,0.1,Ours-C(0.7),1000,0.065,0.007795832219846705
100,120,150,laplace,equicorrelation,0.1,Ours-I,1000,0.008,0.0028170906978654416
100,120,150,laplace,equicorrelation,0.1,Wang-NR,1000,0.021,0.004534203347888138
100,120,150,laplace,equicorrelation,0.5,Li-Chen,1000,0.138,0.01090669519148674
100,120,150,laplace,equicorrelation,0.5,Max-bootstrap,1000,0.059,0.007451107300260815
100,120,150,laplace,equicorrelation,0.5,Ours-C(0.3),1000,0.047,0.006692607862410586
100,120,150,laplace,equicorrelation,0.5,Ours-C(0.5),1000,0.051,0.00695693898205238
100,120,150,laplace,equicorrelation,0.5,Ours-C(0.7),1000,0.049,0.006826346021115542
100,120,150,laplace,equicorrelation,0.5,Ours-I,1000,0.052,0.007021111023192838
100,120,150,laplace,equicorrelation,0.5,Wang-NR,1000,0.045,0.0065555320150236475
100,120,150,laplace,equicorrelation,0.9,Li-Chen,1000,0.213,0.012947239087929134
100,120,150,laplace,equicorrelation,0.9,Max-bootstrap,1000,0.053,0.00708456067798138
100,120,150,laplace,equicorrelation,0.9,Ours-C(0.3),1000,0.052,0.007021111023192838
100,120,150,laplace,equicorrelation,0.9,Ours-C(0.5),1000,0.054,0.007147307185227175
100,120,150,laplace,equicorrelation,0.9,Ours-C(0.7),1000,0.052,0.007021111023192838
100,120,150,laplace,equicorrelation,0.9,Ours-I,1000,0.054,0.007147307185227175
100,120,150,laplace,equicorrelation,0.9,Wang-NR,1000,0.048,0.006759881655768835
100,80,100,laplace,equicorrelation,0.1,Li-Chen,1000,0.086,0.008865889690267977
100,80,100,laplace,equicorrelation,0.1,Max-bootstrap,1000,0.02,0.004427188724235731
100,80,100,laplace,equicorrelation,0.1,Ours-C(0.3),1000,0.062,0.007626008130076967
100,80,100,laplace,equicorrelation,0.1,Ours-C(0.5),1000,0.066,0.007851369307324678
100,80,100,laplace,equicorrelation,0.1,Ours-C(0.7),1000,0.063,0.007683163410991596
100,80,100,laplace,equicorrelation,0.1,Ours-I,1000,0.008,0.0028170906978654416
100,80,100,laplace,equicorrelation,0.1,Wang-NR,1000,0.017,0.004087909000944126
100,80,100,laplace,equicorrelation,0.5,Li-Chen,1000,0.159,0.011563693181678594
100,80,100,laplace,equicorrelation,0.5,Max-bootstrap,1000,0.058,0.007391616873188166
100,80,100,laplace,equicorrelation,0.5,Ours-C(0.3),1000,0.056,0.007270763371201128
100,80,100,laplace,equicorrelation,0.5,Ours-C(0.5),1000,0.06,0.007509993342207435
100,80,100,laplace,equicorrelation,0.5,Ours-C(0.7),1000,0.057,0.007331507348424334
100,80,100,laplace,equicorrelation,0.5,Ours-I,1000,0.054,0.007147307185227175
100,80,100,laplace,equicorrelation,0.5,Wang-NR,1000,0.05,0.006892024376045111
100,80,100,laplace,equicorrelation,0.9,Li-Chen,1000,0.2,0.01264911064067352
100,80,100,laplace,equicorrelation,0.9,Max-bootstrap,1000,0.066,0.007851369307324678
100,80,100,laplace,equicorrelation,0.9,Ours-C(0.3),1000,0.054,0.007147307185227175
100,80,100,laplace,equicorrelation,0.9,Ours-C(0.5),1000,0.057,0.007331507348424334
100,80,100,laplace,equicorrelation,0.9,Ours-C(0.7),1000,0.056,0.007270763371201128
100,80,100,laplace,equicorrelation,0.9,Ours-I,1000,0.058,0.007391616873188166
100,80,100,laplace,equicorrelation,0.9,Wang-NR,1000,0.053,0.00708456067798138
200,120,150,laplace,equicorrelation,0.1,Li-Chen,1000,0.089,0.00900438781928011
200,120,150,laplace,equicorrelation,0.1,Max-bootstrap,1000,0.015,0.003843826218756514
200,120,150,laplace,equicorrelation,0.1,Ours-C(0.3),1000,0.044,0.006485676526007136
200,120,150,laplace,equicorrelation,0.1,Ours-C(0.5),1000,0.046,0.006624499981130651
200,120,150,laplace,equicorrelation,0.1,Ours-C(0.7),1000,0.052,0.007021111023192838
200,120,150,laplace,equicorrelation,0.1,Ours-I,1000,0.006,0.002442130217658346
200,120,150,laplace,equicorrelation,0.1,Wang-NR,1000,0.026,0.0050322956987840055
200,120,150,laplace,equicorrelation,0.5,Li-Chen,1000,0.132,0.010704017937204702
200,120,150,laplace,equicorrelation,0.5,Max-bootstrap,1000,0.05,0.006892024376045111
200,120,150,laplace,equicorrelation,0.5,Ours-C(0.3),1000,0.05,0.006892024376045111
200,120,150,laplace,equicorrelation,0.5,Ours-C(0.5),1000,0.051,0.00695693898205238
200,120,150,laplace,equicorrelation,0.5,Ours-C(0.7),1000,0.05,0.006892024376045111
200,120,150,laplace,equicorrelation,0.5,Ours-I,1000,0.048,0.006759881655768835
200,120,150,laplace,equicorrelation,0.5,Wang-NR,1000,0.039,0.006122009474020765
200,120,150,laplace,equicorrelation,0.9,Li-Chen,1000,0.167,0.01179453263168999
200,120,150,laplace,equicorrelation,0.9,Max-bootstrap,1000,0.04,0.0061967733539318665
200,120,150,laplace,equicorrelation,0.9,Ours-C(0.3),1000,0.039,0.006122009474020765
200,120,150,laplace,equicorrelation,0.9,Ours-C(0.5),1000,0.042,0.0063431853196954605
200,120,150,laplace,equicorrelation,0.9,Ours-C(0.7),1000,0.042,0.0063431853196954605
200,120,150,laplace,equicorrelation,0.9,Ours-I,1000,0.041,0.006270486424512854
200,120,150,laplace,equicorrelation,0.9,Wang-NR,1000,0.04,0.0061967733539318665
200,80,100,laplace,equicorrelation,0.1,Li-Chen,1000,0.082,0.008676174272108648
200,80,100,laplace,equicorrelation,0.1,Max-bootstrap,1000,0.019,0.004317290817167636
200,80,100,laplace,equicorrelation,0.1,Ours-C(0.3),1000,0.061,0.0075682891065286355
200,80,100,laplace,equicorrelation,0.1,Ours-C(0.5),1000,0.067,0.007906389820898032
200,80,100,laplace,equicorrelation,0.1,Ours-C(0.7),1000,0.066,0.007851369307324678
200,80,100,laplace,equicorrelation,0.1,Ours-I,1000,0.005,0.0022304708023195463
200,80,100,laplace,equicorrelation,0.1,Wang-NR,1000,0.026,0.0050322956987840055
200,80,100,laplace,equicorrelation,0.5,Li-Chen,1000,0.152,0.011353237423748346
200,80,100,laplace,equicorrelation,0.5,Max-bootstrap,1000,0.066,0.007851369307324678
200,80,100,laplace,equicorrelation,0.5,Ours-C(0.3),1000,0.061,0.0075682891065286355
200,80,100,laplace,equicorrelation,0.5,Ours-C(0.5),1000,0.062,0.007626008130076967
200,80,100,laplace,equicorrelation,0.5,Ours-C(0.7),1000,0.072,0.008174105455644672
200,80,100,laplace,equicorrelation,0.5,Ours-I,1000,0.065,0.007795832219846705
200,80,100,laplace,equicorrelation,0.5,Wang-NR,1000,0.058,0.007391616873188166
200,80,100,laplace,equicorrelation,0.9,Li-Chen,1000,0.201,0.012672766075328622
200,80,100,laplace,equicorrelation,0.9,Max-bootstrap,1000,0.053,0.00708456067798138
200,80,100,laplace,equicorrelation,0.9,Ours-C(0.3),1000,0.051,0.00695693898205238
200,80,100,laplace,equicorrelation,0.9,Ours-C(0.5),1000,0.055,0.00720936890441875
200,80,100,laplace,equicorrelation,0.9,Ours-C(0.7),1000,0.053,0.00708456067798138
200,80,100,laplace,equicorrelation,0.9,Ours-I,1000,0.058,0.007391616873188166
200,80,100,laplace,equicorrelation,0.9,Wang-NR,1000,0.047,0.006692607862410586
100,120,150,laplace,toeplitz,0.1,Li-Chen,1000,0.072,0.008174105455644672
100,120,150,laplace,toeplitz,0.1,Max-bootstrap,1000,0.023,0.004740358636221525
100,120,150,laplace,toeplitz,0.1,Ours-C(0.3),1000,0.042,0.0063431853196954605
100,120,150,laplace,toeplitz,0.1,Ours-C(0.5),1000,0.044,0.006485676526007136
100,120,150,laplace,toeplitz,0.1,Ours-C(0.7),1000,0.044,0.006485676526007136
100,120,150,laplace,toeplitz,0.1,Ours-I,1000,0.0,0.0
100,120,150,laplace,toeplitz,0.1,Wang-NR,1000,0.0,0.0
100,120,150,laplace,toeplitz,0.5,Li-Chen,1000,0.065,0.007795832219846705
100,120,150,laplace,toeplitz,0.5,Max-bootstrap,1000,0.021,0.004534203347888138
100,120,150,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.058,0.007391616873188166
100,120,150,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.062,0.007626008130076967
100,120,150,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.061,0.0075682891065286355
100,120,150,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
100,120,150,laplace,toeplitz,0.5,Wang-NR,1000,0.006,0.002442130217658346
100,120,150,laplace,toeplitz,0.9,Li-Chen,1000,0.079,0.008529888627643388
100,120,150,laplace,toeplitz,0.9,Max-bootstrap,1000,0.055,0.00720936890441875
100,120,150,laplace,toeplitz,0.9,Ours-C(0.3),1000,0.053,0.00708456067798138
100,120,150,laplace,toeplitz,0.9,Ours-C(0.5),1000,0.051,0.00695693898205238
100,120,150,laplace,toeplitz,0.9,Ours-C(0.7),1000,0.053,0.00708456067798138
100,120,150,laplace,toeplitz,0.9,Ours-I,1000,0.036,0.005891010100144117
100,120,150,laplace,toeplitz,0.9,Wang-NR,1000,0.033,0.005648982209212559
100,80,100,laplace,toeplitz,0.1,Li-Chen,1000,0.058,0.007391616873188166
100,80,100,laplace,toeplitz,0.1,Max-bootstrap,1000,0.018,0.004204283529925164
100,80,100,laplace,toeplitz,0.1,Ours-C(0.3),1000,0.047,0.006692607862410586
100,80,100,laplace,toeplitz,0.1,Ours-C(0.5),1000,0.051,0.00695693898205238
100,80,100,laplace,toeplitz,0.1,Ours-C(0.7),1000,0.05,0.006892024376045111
100,80,100,laplace,toeplitz,0.1,Ours-I,1000,0.0,0.0
100,80,100,laplace,toeplitz,0.1,Wang-NR,1000,0.0,0.0
100,80,100,laplace,toeplitz,0.5,Li-Chen,1000,0.055,0.00720936890441875
100,80,100,laplace,toeplitz,0.5,Max-bootstrap,1000,0.029,0.005306505441436953
100,80,100,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.059,0.007451107300260815
100,80,100,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.067,0.007906389820898032
100,80,100,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.062,0.007626008130076967
100,80,100,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
100,80,100,laplace,toeplitz,0.5,Wang-NR,1000,0.003,0.001729450779872038
100,80,100,laplace,toeplitz,0.9,Li-Chen,1000,0.089,0.00900438781928011
100,80,100,laplace,toeplitz,0.9,Max-bootstrap,1000,0.05,0.006892024376045111
100,80,100,laplace,toeplitz,0.9,Ours-C(0.3),1000,0.042,0.0063431853196954605
100,80,100,laplace,toeplitz,0.9,Ours-C(0.5),1000,0.052,0.007021111023192838
100,80,100,laplace,toeplitz,0.9,Ours-C(0.7),1000,0.052,0.007021111023192838
100,80,100,laplace,toeplitz,0.9,Ours-I,1000,0.042,0.0063431853196954605
100,80,100,laplace,toeplitz,0.9,Wang-NR,1000,0.03,0.005394441583704471
200,120,150,laplace,toeplitz,0.1,Li-Chen,1000,0.042,0.0063431853196954605
200,120,150,laplace,toeplitz,0.1,Max-bootstrap,1000,0.022,0.0046385342512479085
200,120,150,laplace,toeplitz,0.1,Ours-C(0.3),1000,0.05,0.006892024376045111
200,120,150,laplace,toeplitz,0.1,Ours-C(0.5),1000,0.054,0.007147307185227175
200,120,150,laplace,toeplitz,0.1,Ours-C(0.7),1000,0.051,0.00695693898205238
200,120,150,laplace,toeplitz,0.1,Ours-I,1000,0.0,0.0
200,120,150,laplace,toeplitz,0.1,Wang-NR,1000,0.0,0.0
200,120,150,laplace,toeplitz,0.5,Li-Chen,1000,0.056,0.007270763371201128
200,120,150,laplace,toeplitz,0.5,Max-bootstrap,1000,0.022,0.0046385342512479085
200,120,150,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.048,0.006759881655768835
200,120,150,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.053,0.00708456067798138
200,120,150,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.052,0.007021111023192838
200,120,150,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,120,150,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
200,120,150,laplace,toeplitz,0.9,Li-Chen,1000,0.09,0.009049861877399014
200,120,150,laplace,toeplitz,0.9,Max-bootstrap,1000,0.046,0.006624499981130651
200,120,150,laplace,toeplitz,0.9,Ours-C(0.3),1000,0.049,0.006826346021115542
200,120,150,laplace,toeplitz,0.9,Ours-C(0.5),1000,0.052,0.007021111023192838
200,120,150,laplace,toeplitz,0.9,Ours-C(0.7),1000,0.052,0.007021111023192838
200,120,150,laplace,toeplitz,0.9,Ours-I,1000,0.025,0.0049371044145328745
200,120,150,laplace,toeplitz,0.9,Wang-NR,1000,0.049,0.006826346021115542
200,80,100,laplace,toeplitz,0.1,Li-Chen,1000,0.063,0.007683163410991596
200,80,100,laplace,toeplitz,0.1,Max-bootstrap,1000,0.012,0.003443254274665175
200,80,100,laplace,toeplitz,0.1,Ours-C(0.3),1000,0.047,0.006692607862410586
200,80,100,laplace,toeplitz,0.1,Ours-C(0.5),1000,0.052,0.007021111023192838
200,80,100,laplace,toeplitz,0.1,Ours-C(0.7),1000,0.056,0.007270763371201128
200,80,100,laplace,toeplitz,0.1,Ours-I,1000,0.0,0.0
200,80,100,laplace,toeplitz,0.1,Wang-NR,1000,0.0,0.0
200,80,100,laplace,toeplitz,0.5,Li-Chen,1000,0.062,0.007626008130076967
200,80,100,laplace,toeplitz,0.5,Max-bootstrap,1000,0.03,0.005394441583704471
200,80,100,laplace,toeplitz,0.5,Ours-C(0.3),1000,0.049,0.006826346021115542
200,80,100,laplace,toeplitz,0.5,Ours-C(0.5),1000,0.048,0.006759881655768835
200,80,100,laplace,toeplitz,0.5,Ours-C(0.7),1000,0.051,0.00695693898205238
200,80,100,laplace,toeplitz,0.5,Ours-I,1000,0.0,0.0
200,80,100,laplace,toeplitz,0.5,Wang-NR,1000,0.0,0.0
200,80,100,laplace,toeplitz,0.9,Li-Chen,1000,0.068,0.007960904471226871
200,80,100,laplace,toeplitz,0.9,Max-bootstrap,1000,0.07,0.008068457101577725
200,80,100,laplace,toeplitz,0.9,Ours-C(0.3),1000,0.053,0.00708456067798138
200,80,100,laplace,toeplitz,0.9,Ours-C(0.5),1000,0.049,0.006826346021115542
200,80,100,laplace,toeplitz,0.9,Ours-C(0.7),1000,0.057,0.007331507348424334
200,80,100,laplace,toeplitz,0.9,Ours-I,1000,0.016,0.003967870965643918
200,80,100,laplace,toeplitz,0.9,Wang-NR,1000,0.026,0.0050322956987840055
